Year;Cultivar;Trial Code;Treatment;Dosage;BreviSmart;Corymb No.;F1;F2;F3;F4;F5;F6;F7;Fruitdrop (%)
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;40;23.83;23.11;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;41;26.46;26.45;11.61;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;42;24.85;23.53;18.65;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;43;23.7;22.82;20.25;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;44;24.91;22.15;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;45;24.1;20.58;19.45;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;46;24.72;23.25;9.46;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;47;26.35;24.16;9.76;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;48;25.8;23.2;14.88;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;49;25.97;20.98;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;50;24.59;23.35;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;51;23.78;20.68;9.68;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;52;22.03;21.61;21.24;11.28;0;0;0;75%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;53;23.03;21.88;13.86;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;54;22;21.73;0;0;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;55;21.94;15.78;0;0;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;56;24.1;22.01;0;0;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;57;24.36;20;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;58;24.99;22.81;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;59;24.09;21.71;14.93;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;60;25.07;23.92;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;61;22.25;21.3;20.8;13.41;0;0;0;75%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;62;24.6;24.58;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;63;21.93;13.05;13.04;5.38;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;64;23.18;18.41;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;65;25.14;21.74;9.99;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;66;23.37;21.71;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;67;23.61;22.21;11;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;68;22.12;17.03;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;69;25.01;19.7;14.35;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;70;25.7;24.9;7.61;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;71;25.7;22.32;10.37;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;72;25.81;12.23;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;73;25.65;25.14;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;74;25.45;22.87;13.23;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;75;21.99;20.48;15.43;11.47;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;76;25.29;24.83;18.48;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;77;25.19;15.07;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;78;25.66;22.74;15.84;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;79;26.25;24.12;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;80;24.75;24.28;22.55;16.75;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;81;24.58;23.83;0;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;82;25.56;21.35;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;83;25.68;24.34;23.92;0;0;0;0;0%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;84;23.15;20.45;10.44;0;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;85;24.85;24.37;22.19;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;86;25.07;21.33;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;87;23.56;21.49;18.3;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;88;26.68;17.33;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;89;25.42;24.09;23.78;13.31;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;90;25.67;21.5;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;91;27.22;24.13;23.66;18.28;0;0;0;75%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;92;22.67;22.34;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;93;25.08;23.28;0;0;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;94;25.9;24.8;20.91;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;95;24.41;23.94;21.65;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;96;20.14;19.25;18.81;0;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;97;25.37;22.9;19.96;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;98;24.38;22.91;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;99;25.18;21.32;15.98;13.75;0;0;0;75%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;100;26.6;10.99;9.2;0;0;0;0;67%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;101;27.05;24.58;21.72;0;0;0;0;33%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;102;24.63;22.6;0;0;0;0;0;50%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;103;21.96;21.59;20.65;20.21;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;104;24.69;24.07;17.29;13.78;0;0;0;100%
2020;Braeburn;CA2020_T6;Brevis;2.2;LightGreen;105;26.2;22.2;16.19;0;0;0;0;67%
2020;Golden;MC2020;UTC;NA;NA;1;9.53;8.64;4.69;4.49;3.41;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;2;10.32;9.46;8.73;8.41;8.32;6.53;0;100%
2020;Golden;MC2020;UTC;NA;NA;3;8.41;4.9;4.43;4.35;2.68;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;4;8.05;7.71;6.98;5;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;5;10.16;5.74;5.26;0;0;0;0;67%
2020;Golden;MC2020;UTC;NA;NA;6;7.89;7.33;5.63;4.68;4.34;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;7;12.13;7.67;7.62;7.16;6.37;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;8;7.33;7.29;6.46;5.85;5.85;5.46;0;67%
2020;Golden;MC2020;UTC;NA;NA;9;10.82;6.86;6.38;6.06;5.27;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;10;9.94;8.45;7.89;7.52;6.18;5.353;0;100%
2020;Golden;MC2020;UTC;NA;NA;11;9.19;8.83;6.29;4.94;2.82;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;12;9.53;8.74;4.91;4.47;4.29;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;13;11.22;8.72;8.66;8.41;8.2;7.62;0;83%
2020;Golden;MC2020;UTC;NA;NA;14;12.1;9.18;7.5;6.99;5.87;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;15;7.62;4.46;4.42;3.97;3.77;3.37;0;83%
2020;Golden;MC2020;UTC;NA;NA;16;7.4;6.69;6.16;5.38;4.94;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;17;12.13;10.53;8.41;7.92;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;18;10.37;9.04;8.83;8.74;8.57;5.39;0;50%
2020;Golden;MC2020;UTC;NA;NA;19;10.1;9.76;9.57;9.11;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;20;11.1;10.31;9.32;8.85;7.12;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;21;15.1;12.37;11.94;0;0;0;0;67%
2020;Golden;MC2020;UTC;NA;NA;22;10.68;9.94;9.15;8.75;4.64;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;23;13.27;11.81;11.61;11.58;10.87;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;24;11.24;10.57;10.1;8.85;8.15;6.22;0;100%
2020;Golden;MC2020;UTC;NA;NA;25;12.04;11.43;8.82;6.29;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;26;11.84;9.93;8.56;8.42;7.16;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;27;13.01;11.03;10.14;9.99;6.86;6.06;0;83%
2020;Golden;MC2020;UTC;NA;NA;28;11.05;10.96;10.35;10.06;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;29;11.53;10.07;9.87;9.79;7.36;4.38;0;83%
2020;Golden;MC2020;UTC;NA;NA;30;13.25;11.57;9.17;8.66;6.47;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;31;12.03;11.02;10.31;10.11;6.9;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;32;12.77;12.26;11.14;10.91;6.61;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;33;12.37;10.22;10.02;9.49;9.3;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;34;10;9.69;8.77;7.93;4.89;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;35;10.89;9.89;9.09;8.85;6.2;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;36;9.43;8.09;7.75;7.15;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;37;12.34;11.31;11.21;0;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;38;8.43;7.9;6.51;6.19;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;39;8.24;8.05;7.24;7.22;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;40;14.74;11.66;10.07;9.17;7.42;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;41;9.35;9.28;8.26;6.88;4.28;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;42;9.55;7.76;6.81;5.47;2.53;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;43;12.19;6.57;6.19;5.53;5.31;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;44;9.43;7.8;7.34;7.31;4.94;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;45;9.03;7.73;5.69;5.3;4.41;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;46;8.76;8.18;7.16;4.89;3.14;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;47;8.91;8.41;7.97;7.66;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;48;7.49;7.34;6.52;4.88;4.12;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;49;10.44;7.92;7.52;7.03;5.21;0;0;40%
2020;Golden;MC2020;UTC;NA;NA;50;9.47;8.52;6.94;6.34;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;51;9.5;8.41;7.75;7.47;4.86;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;52;13.08;11;7.51;6.72;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;53;11.32;10.01;9.51;8.71;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;54;10.28;9.28;7.85;5.57;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;55;11.37;9.93;9;8.86;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;56;13.08;12.78;10.9;10.02;9.38;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;57;8.53;8.52;8.03;7.76;7.66;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;58;9.25;8.94;7.58;7.48;5.71;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;59;10.95;10.19;8.78;7.98;5.85;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;60;12.47;11.25;10.18;9.62;8.11;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;61;9.62;8.06;7.82;6.89;5.92;5.17;0;67%
2020;Golden;MC2020;UTC;NA;NA;62;12.08;11.08;10.88;10.83;7.22;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;63;12.94;11.34;10.98;9.06;8.73;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;64;13.32;12.13;11.19;9.11;4.49;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;65;11.58;9.54;9.24;7.61;7.14;0;0;40%
2020;Golden;MC2020;UTC;NA;NA;66;12.88;11.75;9.6;6.65;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;67;13.43;10.31;9.68;9.42;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;68;12.33;9.83;9.1;6.99;0;0;0;50%
2020;Golden;MC2020;UTC;NA;NA;69;11.61;10.26;9.97;9.25;8.31;6.55;0;83%
2020;Golden;MC2020;UTC;NA;NA;70;10.02;9.07;8.63;8.37;7.75;7.72;0;100%
2020;Golden;MC2020;UTC;NA;NA;71;10.11;9.16;7.99;7.74;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;72;8.8;7.09;6.98;6.94;5.26;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;73;12.1;9.83;9.75;8.39;5.19;0;0;40%
2020;Golden;MC2020;UTC;NA;NA;74;8.73;7.98;7.58;7.15;6.53;4.77;0;67%
2020;Golden;MC2020;UTC;NA;NA;75;8.71;5.58;4.47;3.98;3.56;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;76;12.65;9.5;9.5;6.65;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;77;13.95;11.31;11.09;9.94;8.7;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;78;11.28;9.15;8.94;7.79;5.13;4.5;0;67%
2020;Golden;MC2020;UTC;NA;NA;79;9.83;9.2;8.67;8.42;4.49;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;80;11.34;8.49;7.24;3.31;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;81;8.9;7.48;6.95;6.21;6.14;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;82;11.34;9.32;8.37;6.96;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;83;10.12;9.11;9.08;8.54;4.33;3.96;0;100%
2020;Golden;MC2020;UTC;NA;NA;84;11.31;10.57;9.91;7.82;6.29;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;85;12.28;10.38;8.91;8.36;6.29;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;86;8.83;7.83;7.48;6.85;6.46;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;87;11.5;11.38;10.34;10.19;0;0;0;50%
2020;Golden;MC2020;UTC;NA;NA;88;10.38;10.29;10.13;9.13;6.6;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;89;12.18;11.37;8.4;6.81;0;0;0;100%
2020;Golden;MC2020;UTC;NA;NA;90;11.46;9.89;8.7;8.08;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;91;12.33;9.87;9.42;8.77;8.73;8.09;0;50%
2020;Golden;MC2020;UTC;NA;NA;92;11.76;11.65;11.3;10.94;7.73;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;93;12.34;11.2;9.61;6.26;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;94;11.01;10.85;9.97;9.94;9.66;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;95;10.75;10.06;9.77;8.88;7.83;3.6;0;83%
2020;Golden;MC2020;UTC;NA;NA;96;9.69;8.422;8.22;8;6.79;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;97;12.14;9.23;8.93;8.14;0;0;0;75%
2020;Golden;MC2020;UTC;NA;NA;98;9.77;9.2;8.52;7.82;5.36;0;0;80%
2020;Golden;MC2020;UTC;NA;NA;99;11.1;9.94;9.44;8.26;0;0;0;50%
2020;Golden;MC2020;UTC;NA;NA;100;12.53;11.96;8.98;7.79;5.87;0;0;60%
2020;Golden;MC2020;UTC;NA;NA;101;8.29;7.93;7.57;7.39;7.13;7.01;0;100%
2020;Golden;MC2020;UTC;NA;NA;102;11.99;10.92;10.1;7.68;5.37;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;1;11;10.91;10.29;8.77;8.27;8.12;0;83%
2020;Elstar;MC2020;UTC;NA;NA;2;9.98;9.74;9.44;9.14;8.46;8.11;0;50%
2020;Elstar;MC2020;UTC;NA;NA;3;9.98;7.89;7.89;7.36;0;0;0;50%
2020;Elstar;MC2020;UTC;NA;NA;4;10.63;8.9;8.38;8.21;7.54;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;5;7.55;5.59;5.36;4.44;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;6;8.88;8.56;7.81;3.96;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;7;7.79;5.99;4.65;4.46;3.23;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;8;10.45;10.32;9.74;0;0;0;0;33%
2020;Elstar;MC2020;UTC;NA;NA;9;9.31;8.41;7.91;7.5;0;0;0;25%
2020;Elstar;MC2020;UTC;NA;NA;10;10.91;9.92;9.87;8.92;8.79;8.42;0;67%
2020;Elstar;MC2020;UTC;NA;NA;11;10.21;8.63;8.53;8.22;5.05;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;12;7.49;7.12;6.87;6.59;6.53;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;13;5.2;5;4.44;4.08;4;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;14;7.86;7.55;6.48;4.33;3.87;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;15;5.03;4.85;2.83;2.76;2.57;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;16;5.88;5.84;5.82;5.19;4.41;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;17;8.85;8.63;7.19;7.14;3.22;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;18;10.11;9.67;9.09;8.68;8.55;7.94;0;83%
2020;Elstar;MC2020;UTC;NA;NA;19;10.46;9.58;9.27;9.07;8.06;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;20;8.2;8.08;8.06;7.49;7.14;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;21;6.55;6.14;5.29;4.8;4.46;2.89;0;83%
2020;Elstar;MC2020;UTC;NA;NA;22;10;9.64;9.48;9.2;8.91;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;23;9.82;9.28;9.24;8.67;7.55;0;0;20%
2020;Elstar;MC2020;UTC;NA;NA;24;9.06;8.44;7.9;7.84;6.64;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;25;8.55;6.96;6.11;5.95;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;26;10.61;9.82;8.36;8.12;7.7;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;27;10.48;10.2;9.94;5.44;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;28;6.56;6.23;6.11;6.1;5.93;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;29;8.83;8.81;8.32;7.93;7.81;6.21;0;33%
2020;Elstar;MC2020;UTC;NA;NA;30;8.96;8.76;8.18;7.91;6.59;6.24;0;67%
2020;Elstar;MC2020;UTC;NA;NA;31;9.19;8.71;8.55;7.9;0;0;0;0%
2020;Elstar;MC2020;UTC;NA;NA;32;10.5;9.87;9.78;5.16;4.26;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;33;11.79;10.67;10.55;10.15;0;0;0;0%
2020;Elstar;MC2020;UTC;NA;NA;34;8.14;7.7;7.19;6.75;6.7;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;35;7.47;6.13;5.57;5.41;2.82;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;36;10.49;8.82;7.62;3.63;2.82;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;37;5.24;4.68;4.28;4.06;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;38;8.91;8.85;8.75;8.61;7.96;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;39;9.45;9.06;8.88;8.08;7.52;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;40;11.2;11.14;9.49;9.42;9.26;7.72;0;67%
2020;Elstar;MC2020;UTC;NA;NA;41;7.17;6.78;6.53;6.21;6.19;5.94;0;67%
2020;Elstar;MC2020;UTC;NA;NA;42;6.28;5.57;5.5;5.38;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;43;9.04;8.42;7.43;7.3;6.62;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;44;8.85;8.81;7.62;7.5;7.24;6.63;0;100%
2020;Elstar;MC2020;UTC;NA;NA;45;8.9;8.35;8.1;7.85;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;46;9.06;9.04;6.91;6.45;5.99;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;47;5.37;4.24;4.13;3.6;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;48;4.59;4.19;3.54;3.14;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;49;5.14;4.49;4.11;3.88;2.14;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;50;8.68;8.57;8.29;7.82;7.68;6.82;0;67%
2020;Elstar;MC2020;UTC;NA;NA;51;5.66;4.36;4.36;3.84;3.59;1.8;0;100%
2020;Elstar;MC2020;UTC;NA;NA;52;5.3;5.2;4.57;4.55;4.46;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;53;4.55;4.21;3.98;3.18;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;54;8.48;8.44;8.43;8.26;8.25;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;55;10.12;9.42;9.39;8.4;8.12;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;56;6.5;5.31;5.25;4.76;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;57;9.98;9.87;9.33;8.78;8.15;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;58;7.4;6.67;5.73;5.55;0;0;0;25%
2020;Elstar;MC2020;UTC;NA;NA;59;8.57;4.21;3.94;2.68;2.29;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;60;8.1;7.51;6.9;6.53;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;61;9.18;8.18;8.18;7.56;7.5;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;62;7.65;7.33;6.3;6.13;5.85;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;63;7.99;6.99;6.95;6.76;6.39;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;64;9.13;8.95;8.11;6.34;5.57;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;65;8.96;8.64;7.42;6.17;6.12;0;0;40%
2020;Elstar;MC2020;UTC;NA;NA;66;9.69;7.25;6.31;3.83;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;67;4.37;4;3.45;3.19;3.01;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;68;8.77;7.73;7.65;7.37;6.93;0;0;20%
2020;Elstar;MC2020;UTC;NA;NA;69;9;8.71;7.32;7.05;6.87;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;70;8.57;8.11;7.96;7.68;7.2;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;71;4.51;4.44;4.23;3.66;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;72;11.11;10.85;9.95;9.1;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;73;7.46;7.41;7.07;6.4;6.15;5.97;0;83%
2020;Elstar;MC2020;UTC;NA;NA;74;9.88;9.75;9.52;0;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;75;8.11;7.96;7.29;6.84;6.13;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;76;10.4;9.01;8.95;8;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;77;6.95;6.67;6.5;6.09;5.67;2.76;0;83%
2020;Elstar;MC2020;UTC;NA;NA;78;5.92;5.82;5.75;5.25;5.24;4.27;0;50%
2020;Elstar;MC2020;UTC;NA;NA;79;10.84;9.347;9.16;8.26;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;80;11;9.97;9.08;8.15;0;0;0;50%
2020;Elstar;MC2020;UTC;NA;NA;81;8.27;7.63;7.4;6.55;5.93;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;82;6.66;5.65;5.37;4.77;4.62;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;83;8.28;6.94;6.57;6.34;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;84;8.43;7.56;5.12;4.27;3.8;0;0;80%
2020;Elstar;MC2020;UTC;NA;NA;85;7.45;7.17;6.87;6.78;6;3.7;0;83%
2020;Elstar;MC2020;UTC;NA;NA;86;10.12;7.11;7;6.9;5.89;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;87;9.73;9.54;8.94;7.75;7.11;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;88;11.32;10.27;9.25;8.95;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;89;9.87;8.83;8.45;8.4;7.57;0;0;60%
2020;Elstar;MC2020;UTC;NA;NA;90;3.89;3.18;2.84;0;0;0;0;100%
2020;Elstar;MC2020;UTC;NA;NA;91;6.62;6.41;5.88;5.4;0;0;0;75%
2020;Elstar;MC2020;UTC;NA;NA;92;9.56;9.33;9.19;8.67;0;0;0;25%
2020;Elstar;MC2020;UTC;NA;NA;93;9.61;8.06;7.16;7.05;0;0;0;75%
2020;Braeburn;MC2020;UTC;NA;NA;1;9.83;9.56;8.99;7.93;5.84;0;0;100%
2020;Braeburn;MC2020;UTC;NA;NA;2;11.41;10.58;10.13;9.79;8.54;0;0;100%
2020;Braeburn;MC2020;UTC;NA;NA;3;9.92;8.03;7.72;6.88;0;0;0;75%
2020;Braeburn;MC2020;UTC;NA;NA;4;7.11;5.62;5.1;4.92;4.17;3.51;0;83%
2020;Braeburn;MC2020;UTC;NA;NA;5;9.95;9.53;9.24;8;0;0;0;100%
